review_id,product_id,fake_prob
r0026100,B013VZRLB6,0.6706
r0026101,B079MHLWDZ,0.219
r0026102,B01FY255XK,0.6791
r0026103,BFNQWB1H7B,0.8876
r0026104,B8QOW3F17I,0.9669
r0026105,B07TK2PSJF,0.4314
r0026106,B07527TG9G,0.202
r0026107,B07X8Z9W22,0.2601
r0026108,B075B2Z5R8,0.3442
r0026109,B06Y16ZN4D,0.1986
r0026110,B07QQQXZ4S,0.4158
r0026111,B07Z82BJNP,0.4941
r0026112,B097BN5VXR,0.3784
r0026113,B09DC29XVD,0.2716
r0026114,B08FSRJCVD,0.9251
r0026115,B07VQYMBHH,0.3825
r0026116,B01GSS28W0,0.6595
r0026117,B08DRS6FYH,0.4899
r0026118,B07WWXPJXC,0.1671
r0026119,B082QWWXV6,0.6626
r0026120,B00EM67C40,0.5611
r0026121,B07V1L2H66,0.2028
r0026122,B08HPSMC2C,0.2548
r0026123,B08GCJTQXW,0.2114
r0026124,B014MUMYZM,0.1438
r0026125,B07KB1LHS5,0.1133
r0026126,B08M8Z51F1,0.4813
r0026127,B00JCCBN58,0.5183
r0026128,B015QZDY5G,0.4246
r0026129,B0852ZWT9G,0.4964
r0026130,B072XT9V99,0.3072
r0026131,B07QGVKKSX,0.5879
r0026132,B016VRPF0U,0.4593
r0026133,BMWKHX8S7C,0.9218
r0026134,B00BB8LBH6,0.1911
r0026135,B0769VLLW6,0.6065
r0026136,B07MW4WSSS,0.545
r0026137,B0837VYYSL,0.8667
r0026138,B0006PJTKG,0.4106
r0026139,B00GULMNVM,0.2978
r0026140,B019ZZ07SK,0.5178
r0026141,BZ7JRKTX41,0.9975
r0026142,B01N2VODTM,0.4888
r0026143,B08P3PGZRG,0.6067
r0026144,B003JN6AUO,0.8032
r0026145,B082S8824P,0.4632
r0026146,B07Y9R3RMV,0.2668
r0026147,B01H1BGTE6,0.8388
r0026148,B07MV4THJ9,0.1982
r0026149,B07YJKCNGM,0.4278
r0026150,B085XSR1SH,0.1621
r0026151,B01MYGCJBP,0.3339
r0026152,B0B4WMQL8X,0.5642
r0026153,B00157OBRU,0.3395
r0026154,B083VSWJ9H,0.4436
r0026155,BQ0IE8MSI2,0.969
r0026156,B089K1VB4G,0.5277
r0026157,B01BSFBDEW,0.4931
r0026158,B00MGLBA3W,0.472
r0026159,B01557EHW4,0.4476
r0026160,B0BD4KLZTQ,0.4081
r0026161,B018IU1KK2,0.2404
r0026162,B07TK2PSJF,0.623
r0026163,B01FUH57LO,0.4162
r0026164,B019FT4Q06,0.3863
r0026165,B074NR348M,0.5276
r0026166,B08P1YLBVH,0.5988
r0026167,B01MXGNEG4,0.2947
r0026168,B07Q1BBCB4,0.3226
r0026169,B083S4WVQY,0.1244
r0026170,B073GQ3ZXW,0.6248
r0026171,B07R47WV8R,0.4241
r0026172,B07H3CYSBT,0.2698
r0026173,B09D3BGYHD,0.6951
r0026174,B00SGBQF90,0.3481
r0026175,B00M2JNHHK,0.3187
r0026176,B000WN45UQ,0.4772
r0026177,B08BLX72TP,0.5971
r0026178,B00HE5CDOA,0.7685
r0026179,B007HERMKI,0.369
r0026180,BWR8806OZW,0.9015
r0026181,B07N5B8WWR,0.3715
r0026182,B07PHLC79G,0.1566
r0026183,BOIX7EWHHI,0.8143
r0026184,B079J49XFM,0.3859
r0026185,B07H3S8WTV,0.3413
r0026186,BQC4Y5YUQZ,0.9666
r0026187,B086YRPT61,0.6366
r0026188,B01195J43I,0.2956
r0026189,B077CZF369,0.6867
r0026190,B007CMT6TA,0.3075
r0026191,B09SNNQZTP,0.2353
r0026192,B07KDYT8XY,0.1973
r0026193,B07SKGQHQC,0.6187
r0026194,B08P3H2VD8,0.1153
r0026195,B087PJMVRD,0.8114
r0026196,B085RDVRPG,0.6117
r0026197,B083VSWJ9H,0.3602
r0026198,B085S6WT82,0.3701
r0026199,BN0GZ5TB45,0.9396
r0026200,B07W6VS34Y,0.3447
r0026201,B08HN815GL,0.2286
r0026202,B00V913AXS,0.213
r0026203,B000XRR7N8,0.7611
r0026204,B004L152NE,0.58
r0026205,B07MC84KMN,0.4379
r0026206,B0719KWG8H,0.572
r0026207,B07YZ72ZYL,0.7502
r0026208,BCT06JINJ7,0.98
r0026209,B07T4YWVY5,0.7165
r0026210,B074HXK92W,0.1137
r0026211,B07TT3DRKK,0.3344
r0026212,B07MX93K3Z,0.304
r0026213,B07H8PJ7DB,0.6779
r0026214,B076FX4G4Q,0.0762
r0026215,B00094DTSW,0.8105
r0026216,B01IGOLC4E,0.8178
r0026217,B07FKR9C6P,0.2041
r0026218,B08G15JBYN,0.2167
r0026219,B00IPRGRW0,0.3207
r0026220,B08J7JC9WC,0.2352
r0026221,B07RX1MQTR,0.2263
r0026222,B005BZQHEC,0.2047
r0026223,B08NX1L1XZ,0.6538
r0026224,B59S3PAMK7,0.9666
r0026225,B00H78IR6W,0.7359
r0026226,B07V3TJVQH,0.6769
r0026227,B0833MBNXZ,0.6231
r0026228,B0916SCJQY,0.2644
r0026229,B07XYXLWX7,0.9218
r0026230,BUT7ZTI81N,0.9777
r0026231,B00LWHUJLU,0.8178
r0026232,B075M2SHHM,0.5857
r0026233,B01GX3DTFU,0.7371
r0026234,B017M3FY76,0.3139
r0026235,B082KHPFR1,0.6383
r0026236,B06Y29BF5Y,0.6585
r0026237,B01C2W7E6Q,0.2338
r0026238,B077QQJN94,0.7297
r0026239,B07WCK19XZ,0.3915
r0026240,B07H2TPSZ8,0.2703
r0026241,B07XQZ4JSK,0.2714
r0026242,B0854NXJX8,0.5057
r0026243,B07QNH7JTJ,0.1685
r0026244,B00XH9F4F2,0.3946
r0026245,B0BFWBKRSG,0.9949
r0026246,B07K8Q4QZX,0.626
r0026247,B07283HTSG,0.2106
r0026248,B01GS7QKQQ,0.727
r0026249,B081K7P7DF,0.7302
r0026250,B005P4AIZ8,0.2754
r0026251,B01CS66ORQ,0.6024
r0026252,BEY8F2V63H,0.9669
r0026253,B01J4H62RE,0.169
r0026254,B0894MTF6K,0.1327
r0026255,B001MWZD16,0.2363
r0026256,B01BJCLNIA,0.6865
r0026257,B00CM0LQ5E,0.4393
r0026258,B01DP8QD22,0.2351
r0026259,B0869127K2,0.738
r0026260,B08KWBVF35,0.3402
r0026261,B07JLN59KR,0.193
r0026262,B01N0TRGHL,0.9383
r0026263,B001V9JYOW,0.3767
r0026264,B01H4O5J32,0.3592
r0026265,B01G3EYMSC,0.5209
r0026266,B092YQX2LM,0.7544
r0026267,B0752TFRQQ,0.5805
r0026268,B0812C77ZR,0.5517
r0026269,B010C9LJ7G,0.1938
r0026270,B0018MZAN6,0.5197
r0026271,B00XYLOKWQ,0.2005
r0026272,B0777JBCSZ,0.4762
r0026273,B08BP7Z6C5,0.1829
r0026274,BNM67XRP4W,0.8876
r0026275,B07VFLV2XB,0.4661
r0026276,B014AP7TZE,0.5019
r0026277,B07B9LB63D,0.2192
r0026278,B08DD78SPP,0.175
r0026279,B077VRSKY2,0.6952
r0026280,B06Y16ZN4D,0.7401
r0026281,B00JCCAV8I,0.6481
r0026282,B0092MCQZ4,0.5153
r0026283,B3JUHAZ55O,0.9236
r0026284,B0946W65J3,0.4464
r0026285,B00K0R8NWK,0.2063
r0026286,B06ZYTYTS2,0.5866
r0026287,B07MD79GK8,0.3058
r0026288,B082QWWXV6,0.6503
r0026289,B0844WZRJ8,0.4987
r0026290,B01G45HX18,0.6105
r0026291,B0190JGPZA,0.3477
r0026292,B09PQC2JCW,0.3447
r0026293,B000MATKPO,0.9574
r0026294,B08C5H89QB,0.446
r0026295,B7RIIZHUHD,0.98
r0026296,B0185HKE32,0.2611
r0026297,B00NT0AR7E,0.4622
r0026298,BIKZA3FVHE,0.9669
r0026299,B07WZDBHL6,0.2567
r0026300,B07DCJCJQK,0.222
r0026301,B07TK2PSJF,0.2584
r0026302,B07L38GN2B,0.6507
r0026303,B0821TVY8V,0.6435
r0026304,B82X41ACXG,0.9669
r0026305,B00MFWKN9E,0.9488
r0026306,B08CXPSYWX,0.4769
r0026307,B07K2TK4KQ,0.7551
r0026308,BFBKM4NRM3,0.9582
r0026309,B00186MJ18,0.7862
r0026310,B091NT9B1G,0.6335
r0026311,BKRBF1ILVW,0.9582
r0026312,B01C668K7K,0.884
r0026313,B09J8JLVH9,0.346
r0026314,BCSK6OBBF1,0.9629
r0026315,B77E0N7MSL,0.8876
r0026316,B07CH2C29H,0.5472
r0026317,B073QW1H3N,0.2161
r0026318,B01G7SKNC8,0.1989
r0026319,B00QJ7NOMO,0.3132
r0026320,B07BK99BFQ,0.4486
r0026321,B0824RZM4L,0.1016
r0026322,B08SHTC4CS,0.4418
r0026323,B0836GH5T9,0.2835
r0026324,B06XHSWPKV,0.6962
r0026325,B0057XBVA8,0.3063
r0026326,B00V5YFCVM,0.5137
r0026327,B01FSQPMTY,0.6867
r0026328,B000068PBJ,0.2233
r0026329,B07N8JFPPV,0.478
r0026330,B01D568LRO,0.2574
r0026331,B06XD7WFDC,0.1829
r0026332,B08CXTW4V1,0.3813
r0026333,B00XQAGUXM,0.1945
r0026334,B07J4XL665,0.3479
r0026335,B5TI9YMQHE,0.951
r0026336,B07CNTC5Q2,0.4379
r0026337,B09B9NYX77,0.2767
r0026338,B01MCZLDDR,0.2654
r0026339,B00TYDXUS8,0.6074
r0026340,B00KHVAOAS,0.5586
r0026341,B007N47C66,0.951
r0026342,B00KOLMAAI,0.737
r0026343,BC83I9D5K7,0.98
r0026344,B00028PZB4,0.7854
r0026345,B00GC62DR4,0.3878
r0026346,B0819DLYN4,0.4514
r0026347,B082T3S1TJ,0.212
r0026348,B98DDSCVMG,0.8876
r0026349,B01ETV11XU,0.4109
r0026350,B00YV1MC1E,0.2826
r0026351,B0107QYW14,0.237
r0026352,B00EEN2HCS,0.1082
r0026353,B077N14S52,0.2355
r0026354,B8HME2G9HW,0.9236
r0026355,B00I3LSLW2,0.1667
r0026356,B01LZI7H7B,0.7733
r0026357,B01KXDO4YG,0.2169
r0026358,B019GBG0IE,0.0523
r0026359,B099WRB3VT,0.5302
r0026360,B01EKY0M22,0.7151
r0026361,B01L2SQC8C,0.3575
r0026362,B01K86X4HG,0.1873
r0026363,B000NJJFBI,0.5369
r0026364,B01M655RA6,0.5532
r0026365,B08QVSJVLC,0.279
r0026366,B0765BXL28,0.2816
r0026367,B085MRK6FQ,0.4969
r0026368,B08KHRF9NY,0.51
r0026369,B07FK4C5YX,0.4647
r0026370,B08J6JWQSH,0.148
r0026371,B08SHZBB8W,0.266
r0026372,B08CDWBNWC,0.6218
r0026373,B015GJJXZC,0.3912
r0026374,B08NFJ2GGT,0.2571
r0026375,B091XRL99D,0.7135
r0026376,B08H8TNFVS,0.4558
r0026377,BQM5R7M971,0.98
r0026378,B00KQW9ZKI,0.8612
r0026379,B072TY2L45,0.5727
r0026380,B06XH3Y6VZ,0.4766
r0026381,B014I0FDVI,0.4283
r0026382,B00B3Q4J8Y,0.2563
r0026383,B08BHS3GTH,0.66
r0026384,B07TK2PSJF,0.7295
r0026385,B07L49PZ4C,0.9991
r0026386,B089QHJDT6,0.4405
r0026387,B07JFDJTGC,0.5749
r0026388,B002VWK8HU,0.1327
r0026389,B01IA95GV0,0.2754
r0026390,B01HG2R3KE,0.5488
r0026391,B07MBPL2FW,0.3223
r0026392,B079SHYR9N,0.6697
r0026393,B08HS9VT5X,0.3413
r0026394,B01N7Q5D47,0.2635
r0026395,BXOZFFF26G,0.9582
r0026396,B9DGSH82DZ,0.943
r0026397,B07B6WZZ65,0.4344
r0026398,B076DBLG1K,0.4692
r0026399,BC6EBEG2TN,0.9582
r0026400,B06XPKP1YZ,0.5724
r0026401,B07XYPF9MV,0.2776
r0026402,B088RGM31Z,0.1802
r0026403,B08J9ZJPMG,0.3441
r0026404,B00RQ6RXPQ,0.3965
r0026405,B08C9T688H,0.2048
r0026406,B08D3FF91S,0.5849
r0026407,B0026DE7NK,0.1723
r0026408,B07R85Z1QJ,0.2725
r0026409,B001B9VSFK,0.6884
r0026410,B08WJPNZPQ,0.3566
r0026411,BEWOA5L3AT,0.8143
r0026412,B087F49G1Y,0.3736
r0026413,B075XSQM2C,0.2574
r0026414,B074T7XDGP,0.5687
r0026415,B0894F4KPD,0.1131
r0026416,B001D0812A,0.2708
r0026417,B08HMLXW65,0.4713
r0026418,BE8GWY1C2T,0.951
r0026419,B014MUMYZM,0.9592
r0026420,B08YRPXDRX,0.1592
r0026421,B07L8K15KD,0.7764
r0026422,BPA55PWX0Y,0.951
r0026423,B08229K7VC,0.5194
r0026424,B08P5G9TCC,0.4526
r0026425,B01557EHW4,0.3998
r0026426,B01CDEJ1H8,0.7574
r0026427,B07B6WZZ65,0.3877
r0026428,B09Y83JQS7,0.3312
r0026429,B07LGGJKDF,0.3826
r0026430,B096XRX1X5,0.3121
r0026431,B07VHHC8GX,0.1196
r0026432,B00J6CJSYM,0.1732
r0026433,BEKZITHKG6,0.9218
r0026434,B019823RXM,0.6556
r0026435,B00NQ2CCOQ,0.2591
r0026436,B01GH335KA,0.6415
r0026437,B002PILPCW,0.6506
r0026438,B00ZQ2ZF3E,0.5699
r0026439,B07GDBN9LB,0.548
r0026440,B07YD7JDF3,0.6579
r0026441,B01A1X8O1C,0.6354
r0026442,B01M1CZH9Y,0.3258
r0026443,B07XDRB423,0.5838
r0026444,B00ZPQB9RW,0.469
r0026445,B08YNNFVF2,0.1307
r0026446,B07MCB9X4K,0.1081
r0026447,B00R1TAN7I,0.2478
r0026448,B071P6V9JQ,0.3919
r0026449,B08K7C8G4M,0.4605
r0026450,B085DS4D52,0.4118
r0026451,B08KZDQJY8,0.0913
r0026452,B01AS894AU,0.4177
r0026453,B00QQUGM32,0.3795
r0026454,B06Y44MMT6,0.3485
r0026455,BFP4MG4GX9,0.8143
r0026456,B00ZASJKNA,0.1416
r0026457,B07175X8SC,0.4252
r0026458,B07D7J6H27,0.7657
r0026459,B07YXSK169,0.1173
r0026460,B00BK9ULPE,0.4948
r0026461,B07ZVH5HX4,0.5449
r0026462,B003VID3KM,0.1864
r0026463,B07QLN67ZB,0.7501
r0026464,B08L5KN7X4,0.4481
r0026465,B003GLS96M,0.2672
r0026466,B01J57OXYM,0.251
r0026467,B00XKOFFHQ,0.8977
r0026468,B019GBG0IE,0.8577
r0026469,B01LQUXCPM,0.3272
r0026470,B0171UQIUW,0.4492
r0026471,BMEZA7IG71,0.9582
r0026472,B08XLZ2399,0.5944
r0026473,B01I2BSGHM,0.1613
r0026474,B00KLJSPPM,0.4379
r0026475,B00IFFQ6JQ,0.9582
r0026476,B0076RYZPQ,0.7118
r0026477,B00UXWRGXE,0.2135
r0026478,B01L2SQC50,0.7695
r0026479,B0171UQIUW,0.3672
r0026480,B07GSGB3PN,0.3466
r0026481,B07TBFK2M8,0.2938
r0026482,B01K9CWTHK,0.1058
r0026483,B0895H18VG,0.4164
r0026484,B07V52QBPB,0.3292
r0026485,B08JLHH4Y8,0.749
r0026486,B081CNZY8M,0.5894
r0026487,B08QQNMK9S,0.5658
r0026488,B07RHL64VV,0.7254
r0026489,B01HOWE386,0.2726
r0026490,B01GGEVW14,0.8316
r0026491,B08LVX5WPK,0.4077
r0026492,B07CFWHQZ9,0.84
r0026493,B07W843VGZ,0.7845
r0026494,B07FFG6TGS,0.2188
r0026495,B6OZ88078Q,0.9669
r0026496,B01LBESKBO,0.2717
r0026497,B07DXLNTFL,0.177
r0026498,B088M8SBMN,0.5046
r0026499,B07KJYMFZB,0.3811
r0026500,B005IYYF5E,0.304
r0026501,B01MZY5F5B,0.4041
r0026502,B07FM69672,0.7864
r0026503,B00ISIWH2U,0.3819
r0026504,B07WMMM753,0.2401
r0026505,B08SWV1X6D,0.3751
r0026506,BD2N2M2Q1E,0.959
r0026507,B005X5SHJS,0.3163
r0026508,B2WVGS4570,0.8876
r0026509,BFV0AD99C2,0.98
r0026510,B3P5ZMJ3D0,0.9653
r0026511,B000TFW8WE,0.3959
r0026512,B077BQZ3D7,0.5071
r0026513,BTJFOXSWUH,0.9774
r0026514,B2M6HURCKY,0.9015
r0026515,B08SQSCRNQ,0.2123
r0026516,B07DLR51RN,0.4853
r0026517,B07FNGKHZW,0.2873
r0026518,B07YJF9T5W,0.3505
r0026519,B07KKGLYLS,0.7654
r0026520,B07Y83HPNL,0.5714
r0026521,B08YNNFVF2,0.4621
r0026522,B072JKY8G8,0.4868
r0026523,B00MCZT8DQ,0.5377
r0026524,B00J2N0CFE,0.8429
r0026525,B00KL0HV56,0.4456
r0026526,B075KQDGL8,0.3668
r0026527,B00BJ5BD6K,0.8849
r0026528,B01GS7QKQQ,0.6308
r0026529,B00YTCZKX2,0.3504
r0026530,B07VLHX2RW,0.4787
r0026531,BWW9EPD74Y,0.9218
r0026532,B00BA9JE66,0.9008
r0026533,B07VS77Z8Z,0.6447
r0026534,B01L1ZNNTC,0.5734
r0026535,B08M9B6YLB,0.2134
r0026536,B01BZBE2VU,0.5112
r0026537,B07PWLXFR5,0.2188
r0026538,B00197TCJI,0.3029
r0026539,B085X4XXMS,0.9644
r0026540,B08CH96WLR,0.3137
r0026541,B7COLSVURQ,0.9666
r0026542,B1U3S832T9,0.9582
r0026543,B01LYJX8SH,0.5298
r0026544,B00RYGTT2S,0.4036
r0026545,BA7SDNNCIT,0.98
r0026546,B013L9TX22,0.7577
r0026547,B01BISAQHO,0.5357
r0026548,B0099QFX9Y,0.5921
r0026549,B08M3KZ9XG,0.2153
r0026550,B07H3MGNJ9,0.166
r0026551,B095XL8YTZ,0.2393
r0026552,B08C4YC2RF,0.2106
r0026553,B00WTWQMQI,0.4288
r0026554,B01N78R1S9,0.3306
r0026555,B0BJ6J83XR,0.2896
r0026556,B07RHL64VV,0.5974
r0026557,BB76DNK4VQ,0.9015
r0026558,BPQ3TCFLZM,0.9653
r0026559,B007N47C66,0.7083
r0026560,BE7J79P05X,0.98
r0026561,B088RGM31Z,0.2763
r0026562,B08BY9P4HR,0.3949
r0026563,B08FHM855R,0.6302
r0026564,B087YW7L2J,0.1644
r0026565,B017JSZKGY,0.3156
r0026566,B0716F8272,0.3202
r0026567,B00JFDBHQE,0.1709
r0026568,B01DNS649G,0.6306
r0026569,B07QQ9D61Q,0.2653
r0026570,B07M9FMY3L,0.384
r0026571,B00I111SU6,0.2435
r0026572,B00Z5VI9MK,0.3296
r0026573,B5XUUDB34U,0.98
r0026574,B01IJ66AGY,0.4305
r0026575,B082W8KS4J,0.3146
r0026576,BVE1LVJTDD,0.9396
r0026577,B07482LHNT,0.9582
r0026578,B012XYSK1G,0.3526
r0026579,B087CPVVHN,0.1723
r0026580,B07D6SWYV4,0.9008
r0026581,B08G1HR8WT,0.4656
r0026582,B07G19ZXWB,0.8126
r0026583,B00X77NTKG,0.7845
r0026584,B084RTLNB7,0.5213
r0026585,B23FWVT6OQ,0.9774
r0026586,B07H53GCV2,0.2251
r0026587,B00BFMFUIE,0.9322
r0026588,B077T68GHR,0.6271
r0026589,B0015TGYDW,0.4866
r0026590,B01DP8QD22,0.8595
r0026591,B07451RKML,0.3807
r0026592,BRXLPSGPZ3,0.9629
r0026593,B01IJ4BS4A,0.3104
r0026594,B01695MZ9S,0.5218
r0026595,B7ULMJLXAV,0.9629
r0026596,B071744F1Z,0.8853
r0026597,B07G19ZXWB,0.702
r0026598,B085ZXRQ1D,0.2076
r0026599,B019FDIXQU,0.0804
r0026600,B001T88N0G,0.7022
r0026601,B01M1DZ7X8,0.5224
r0026602,B08WPXVK2P,0.587
r0026603,B08MTL3K2V,0.1573
r0026604,BM3PQZM5J1,0.9236
r0026605,B07R7J4VH8,0.4673
r0026606,B078Y2VLQ8,0.4013
r0026607,BDBYAOL49R,0.8876
r0026608,B06VWQXXQ8,0.3976
r0026609,B00K0R0B3E,0.32
r0026610,B013HR1A92,0.8131
r0026611,B01NAH8Z7D,0.7273
r0026612,B004PB8IKO,0.4747
r0026613,B0895GL7SX,0.5064
r0026614,B06WWL6NLH,0.3892
r0026615,B00PXYOH9S,0.1477
r0026616,B000A23CQM,0.4022
r0026617,BDNB6CLI6N,0.9653
r0026618,B07NCJ7BC3,0.3088
r0026619,B010LY87KO,0.8853
r0026620,B09CVY54GJ,0.2506
r0026621,B08CKCV9HD,0.4261
r0026622,B072KRX787,0.1591
r0026623,B01GOWKAD4,0.4757
r0026624,B00FE90M0K,0.2105
r0026625,B09L4VGN32,0.2711
r0026626,B000A23CQM,0.1255
r0026627,B00ELJRMZM,0.4386
r0026628,B071GZBM9K,0.1334
r0026629,B4SANPUG2W,0.9218
r0026630,B07PPW7CTG,0.4369
r0026631,B07GXXWYW3,0.8317
r0026632,B07H6YGKVJ,0.2852
r0026633,B07CJLJZG9,0.2301
r0026634,B0362Z1XNA,0.8143
r0026635,B9YUQB2WFU,0.9008
r0026636,B00UCD6JX2,0.4244
r0026637,B099HYY38G,0.4813
r0026638,B08HWH55LX,0.3047
r0026639,B0978YGB8R,0.304
r0026640,B01LAV3O6E,0.1362
r0026641,B01G2OGLQY,0.4469
r0026642,B006VWMSJM,0.252
r0026643,B07TLD6JKT,0.5341
r0026644,B0BMM24RVT,0.3508
r0026645,B01K750854,0.1578
r0026646,B00X6QE9MK,0.4537
r0026647,B00JFDBHQE,0.5419
r0026648,B07F12DQ71,0.3382
r0026649,B01N7IUPAZ,0.453
r0026650,B0995P3DZK,0.5425
r0026651,B01M0TK1QR,0.3381
r0026652,B0190NFLLA,0.2344
r0026653,B07TD8JG2Y,0.8307
r0026654,B014AP7TZE,0.6291
r0026655,BTT32D5SSV,0.9774
r0026656,B077CHS8MD,0.318
r0026657,B00IAABHJA,0.5453
r0026658,B00DVMTGZO,0.6286
r0026659,B08K2VZ23H,0.2506
r0026660,B01AG8P0KK,0.539
r0026661,B0B4H5KL2T,0.6055
r0026662,B09BN6K1RH,0.7414
r0026663,B07N2MC5PG,0.3319
r0026664,B0874VK54V,0.3885
r0026665,B016KFF00S,0.1885
r0026666,B002ZUO8HE,0.9218
r0026667,B00KNBH8QA,0.204
r0026668,B097JHLKWS,0.4326
r0026669,B07HD2L4YK,0.1645
r0026670,B079NN766G,0.5129
r0026671,B07CX1TSW7,0.6267
r0026672,B08JT8S5TR,0.714
r0026673,B00MW88WI0,0.2192
r0026674,BQ2J3VTS7T,0.9396
r0026675,BG372B9U5U,0.9975
r0026676,B072JX8LV5,0.8593
r0026677,B07DSDBTST,0.7294
r0026678,B00J2D80W6,0.4691
r0026679,B0184K0Y1M,0.2593
r0026680,B07LF3QQ14,0.5324
r0026681,B00M7BX86S,0.4532
r0026682,B093PK3X3M,0.1692
r0026683,B083KFH3S7,0.3177
r0026684,B07YJVFWDB,0.4416
r0026685,B072LJD1RG,0.4219
r0026686,B06XP1R15N,0.3243
r0026687,B07PW4WH9W,0.9218
r0026688,B07R4H7FPL,0.5457
r0026689,B07DFMCKMK,0.2029
r0026690,B004N7B4IS,0.2548
r0026691,B0891RG1KC,0.3877
r0026692,B00U4O3YHI,0.6252
r0026693,B078PQ5SG5,0.2426
r0026694,B072QBPDWK,0.3181
r0026695,B0173LT3PG,0.0954
r0026696,B07S9DLZGT,0.3512
r0026697,B00PB7HX3E,0.3666
r0026698,B07XLV9VJ7,0.6656
r0026699,B01M61RTGJ,0.2708
r0026700,BTNL2R9KIK,0.969
r0026701,B078K4HSPB,0.1813
r0026702,B088SR9YDW,0.5009
r0026703,B01MA3QBOV,0.1669
r0026704,B01GZV7MG2,0.4183
r0026705,B012ECSEIG,0.9582
r0026706,B00PKIE760,0.5823
r0026707,B098F67RLM,0.4579
r0026708,B06XC1MP4X,0.8853
r0026709,B014W4RISG,0.124
r0026710,B077JYC9H3,0.1784
r0026711,B07JM2DZV1,0.3228
r0026712,B015TJJYXU,0.8913
r0026713,B07KFXWJN9,0.4671
r0026714,B083XKG21B,0.3386
r0026715,B01BJCLNIA,0.3721
r0026716,B01MXU09JC,0.1687
r0026717,B0B2F4WVB7,0.4
r0026718,B01HAETN38,0.2618
r0026719,B07VKT1WRY,0.6078
r0026720,B088GXC464,0.8853
r0026721,B00XYM8XM8,0.7747
r0026722,B087PY7LCR,0.3767
r0026723,B08DJBJQ7P,0.7413
r0026724,BLSHJUW92J,0.9008
r0026725,B07N2MC5PG,0.0787
r0026726,B01KVUJ0BS,0.1012
r0026727,B08PHS33D9,0.7457
r0026728,B00JNI1DZQ,0.5338
r0026729,BMKVHJD53T,0.8876
r0026730,B071FBNMN2,0.6077
r0026731,B078H884ZG,0.2503
r0026732,B08D3Q9MNM,0.2856
r0026733,B07D7ZFYH6,0.3689
r0026734,B07SC3QWR3,0.7747
r0026735,B075FVH1XS,0.2177
r0026736,B00JCCBKCE,0.9582
r0026737,B09FKDRN9B,0.2586
r0026738,B06XD7WFDC,0.3386
r0026739,B09ZFFN5Z5,0.3516
r0026740,B0070Z7KME,0.6004
r0026741,B01IHEDBUG,0.5475
r0026742,B07MZ7464C,0.1609
r0026743,B01I2MU2JQ,0.4031
r0026744,B01MYPDMEU,0.6877
r0026745,BVUNHYF9F5,0.9008
r0026746,BUXDNRGIDZ,0.9008
r0026747,B073NF9D25,0.2535
r0026748,B099NQM7MF,0.5422
r0026749,B008MBHDAE,0.1692
r0026750,B012RK4G00,0.9203
r0026751,B1MRKHLKZ1,0.9736
r0026752,B0BKLN8RXV,0.4347
r0026753,B07Y2WSGVW,0.5071
r0026754,B089KD11RR,0.4729
r0026755,B07B1YTSCG,0.4981
r0026756,B097B4HTWB,0.5208
r0026757,B001MP5X4A,0.3601
r0026758,B000GI1MV2,0.3021
r0026759,B074KD4PX2,0.8955
r0026760,B07MBHXMPL,0.1699
r0026761,B00KR9F3AQ,0.5441
r0026762,B08ZYXV85F,0.5395
r0026763,B005IYYF5E,0.0942
r0026764,B01GS7QKQQ,0.1621
r0026765,B07H3NL2JD,0.2154
r0026766,B07K7VD98J,0.4257
r0026767,B01MDTVZTZ,0.7069
r0026768,B07BHN92B5,0.2496
r0026769,B081LMS6V8,0.6798
r0026770,B079FQG1H5,0.2266
r0026771,B07MPN349S,0.2789
r0026772,B074RDWFSW,0.1399
r0026773,B074Q9TY4S,0.6526
r0026774,B00Y3U0TBS,0.1904
r0026775,B07NVSC8S7,0.1754
r0026776,B082SVQX4G,0.1248
r0026777,B01N7GG0JW,0.4682
r0026778,B007IAE5WY,0.5337
r0026779,B7HJ6OXDR4,0.9669
r0026780,B0132I2FDG,0.3132
r0026781,B07RHRPY8F,0.1118
r0026782,B01CE23EEA,0.2996
r0026783,B0799P831X,0.5861
r0026784,B07JQNDXNT,0.1942
r0026785,B07MMWXPLJ,0.3108
r0026786,B09KFD6ZMQ,0.3626
r0026787,B073FCBZ29,0.1317
r0026788,BFS60OGC69,0.9777
r0026789,B08MD2FMQX,0.5365
r0026790,B07RGH4BMR,0.16
r0026791,BZP3FW272L,0.9015
r0026792,B06XZJTCYW,0.2602
r0026793,B00XG58VDY,0.6111
r0026794,B07K7VD98J,0.2584
r0026795,B005BZQHEC,0.6196
r0026796,B01195J43I,0.8876
r0026797,B079SW32Y6,0.6943
r0026798,BVNAYXRB0L,0.8876
r0026799,B07P7HX1CT,0.258
r0026800,B084KHB8GV,0.5187
r0026801,B01BXG7YTY,0.5367
r0026802,B094J5B7QQ,0.2563
r0026803,B00V7600YW,0.3851
r0026804,B095Y4L452,0.1811
r0026805,B07H3BD7ZG,0.3455
r0026806,B09K3NR5SY,0.4943
r0026807,B096TFX1S2,0.1979
r0026808,B08CRJSLFZ,0.2215
r0026809,BP5XKYA41N,0.9669
r0026810,B01EZEFLBE,0.8853
r0026811,B06Y4D6NSY,0.8227
r0026812,B00LYRDJL0,0.3544
r0026813,B077KQRS49,0.6262
r0026814,B005FH2SOO,0.4744
r0026815,B07SX7VYK8,0.3168
